,name,symbol,market_cap,price,volume,type,list_date,weighted
23,Palantir Technologies Inc.,PLTR,402.931,177.17,60288736.0,CS,2020-09-30 00:00:00+00:00,0.7
24,"The Home Depot, Inc.",HD,397.354,399.38,3820080.0,CS,1981-09-22 00:00:00+00:00,0.7
25,AbbVie Inc.,ABBV,365.130,206.69,3277824.0,CS,2012-12-10 00:00:00+00:00,0.7
26,The Procter & Gamble Company,PG,361.568,154.36,7112465.0,CS,1950-03-22 00:00:00+00:00,0.7
27,Bank of America Corporation,BAC,347.682,46.94,22267937.0,CS,1973-01-02 00:00:00+00:00,0.6
28,Sap Se,SAP,323.972,277.85,1292617.0,ADRC,1995-09-18 00:00:00+00:00,0.6
29,Chevron Corporation,CVX,320.519,156.55,11576645.0,CS,1970-01-02 00:00:00+00:00,0.6
30,The Coca-Cola Company,KO,300.913,69.92,9804452.0,CS,1924-09-26 00:00:00+00:00,0.5
31,ASML Holding N.V.,ASML,291.817,742.16,1635071.0,ADRC,1995-03-15 00:00:00+00:00,0.5
32,"Advanced Micro Devices, Inc.",AMD,288.070,177.51,50736468.0,CS,1973-01-02 00:00:00+00:00,0.5
33,"T-Mobile US, Inc.",TMUS,286.566,254.63,3939554.0,CS,2007-04-19 00:00:00+00:00,0.5
34,GE Aerospace,GE,284.039,267.85,4106791.0,CS,1892-06-23 00:00:00+00:00,0.5
35,Alibaba Group Holding Limited,BABA,281.218,121.26,10732353.0,ADRC,2014-09-19 00:00:00+00:00,0.5
36,UnitedHealth Group Incorporated,UNH,275.334,304.01,67495749.0,CS,1984-10-17 00:00:00+00:00,0.5
37,"Cisco Systems, Inc.",CSCO,262.152,66.2,40877322.0,CS,1990-02-16 00:00:00+00:00,0.5
38,Philip Morris International Inc.,PM,258.690,166.19,4024279.0,CS,2008-03-31 00:00:00+00:00,0.5
39,Toyota Motor Corporation,TM,252.405,193.66,225790.0,ADRC,1976-08-18 00:00:00+00:00,0.5
40,Wells Fargo & Company,WFC,246.985,77.1,12499953.0,CS,1962-12-10 00:00:00+00:00,0.4
41,AstraZeneca PLC,AZN,245.417,79.17,4760857.0,ADRC,1993-05-18 00:00:00+00:00,0.4
42,Novartis AG,NVS,240.452,124.21,1178141.0,ADRC,1996-11-07 00:00:00+00:00,0.4
43,Novo Nordisk A/S,NVO,232.887,52.41,14494971.0,ADRC,1981-04-30 00:00:00+00:00,0.4
44,"Salesforce, Inc.",CRM,231.773,242.44,12817047.0,CS,2004-06-23 00:00:00+00:00,0.4
45,Morgan Stanley,MS,230.879,144.63,4983142.0,CS,1986-03-21 00:00:00+00:00,0.4
46,Abbott Laboratories,ABT,229.306,131.75,6778187.0,CS,1949-04-19 00:00:00+00:00,0.4
47,Linde plc,LIN,225.114,480.08,1951311.0,CS,1992-06-01 00:00:00+00:00,0.4
48,HSBC Holdings plc,HSBC,224.977,63.87,1692748.0,ADRC,1995-05-11 00:00:00+00:00,0.4
49,International Business Machines Corporation,IBM,223.304,239.72,3479140.0,CS,1949-01-28 00:00:00+00:00,0.4
50,"The Goldman Sachs Group, Inc.",GS,221.204,730.72,1418469.0,CS,1999-05-04 00:00:00+00:00,0.4
51,McDonald's Corporation,MCD,220.454,308.93,2789648.0,CS,1966-07-05 00:00:00+00:00,0.4
52,American Express Company,AXP,212.571,305.47,2726998.0,CS,1972-06-01 00:00:00+00:00,0.4
53,Shell plc,SHEL,212.392,71.85,2975117.0,ADRC,1984-03-12 00:00:00+00:00,0.4
54,"Merck & Co., Inc.",MRK,210.338,84.21,8021876.0,CS,1949-04-20 00:00:00+00:00,0.4
55,The Walt Disney Company,DIS,207.463,115.39,5091351.0,CS,1962-01-02 00:00:00+00:00,0.4
56,AT&T Inc.,T,206.432,28.87,37008014.0,CS,1946-11-01 00:00:00+00:00,0.4
57,RTX Corporation,RTX,206.256,154.09,4592664.0,CS,1951-05-25 00:00:00+00:00,0.4
58,Blackstone Inc.,BX,205.956,171.62,3212346.0,CS,2007-06-22 00:00:00+00:00,0.4
59,"PepsiCo, Inc.",PEP,205.936,150.419,9162178.0,CS,1919-12-18 00:00:00+00:00,0.4
60,Intuit Inc.,INTU,199.932,716.74,1751759.0,CS,1993-03-12 00:00:00+00:00,0.4
61,"Uber Technologies, Inc.",UBER,193.110,92.6,13232066.0,CS,2019-05-10 00:00:00+00:00,0.3
62,Royal Bank of Canada,RY,192.405,136.43,771992.0,CS,1995-10-16 00:00:00+00:00,0.3
63,HDFC Bank Limited,HDB,191.873,75.0,1482646.0,ADRC,2001-07-20 00:00:00+00:00,0.3
64,Caterpillar Inc.,CAT,191.041,407.79,3101383.0,CS,1929-12-02 00:00:00+00:00,0.3
65,Verizon Communications Inc.,VZ,186.530,44.24,21223434.0,CS,1983-11-21 00:00:00+00:00,0.3
66,Thermo Fisher Scientific Inc.,TMO,184.656,489.01,1879601.0,CS,1972-06-01 00:00:00+00:00,0.3
67,"Mitsubishi UFJ Financial Group, Inc.",MUFG,184.431,15.9,5862841.0,ADRC,1990-06-25 00:00:00+00:00,0.3
68,Shopify Inc.,SHOP,183.867,141.47,7198849.0,CS,2015-05-21 00:00:00+00:00,0.3
69,XRP,XRP,183.332,3.0854430467819793,3820589421.570339,CC,2013-08-04 00:00:00+00:00,0.3
70,"ServiceNow, Inc.",NOW,180.386,867.24,1751157.0,CS,2012-06-29 00:00:00+00:00,0.3
71,The Boeing Company,BA,177.894,235.26,5090011.0,CS,1952-05-23 00:00:00+00:00,0.3
72,Texas Instruments Incorporated,TXN,176.891,194.57,5872932.0,CS,1953-10-01 00:00:00+00:00,0.3
73,Booking Holdings Inc.,BKNG,176.773,5454.29,158024.0,CS,1999-03-31 00:00:00+00:00,0.3
74,"BlackRock, Inc.",BLK,175.760,1135.01,580131.0,CS,1999-10-01 00:00:00+00:00,0.3
75,The Charles Schwab Corporation,SCHW,174.461,96.11,7645017.0,CS,1987-09-30 00:00:00+00:00,0.3
76,Sony Group Corporation,SONY,173.252,28.74,5182786.0,ADRC,1970-09-10 00:00:00+00:00,0.3
77,"Arista Networks, Inc.",ANET,172.568,137.3,5378949.0,CS,2014-06-06 00:00:00+00:00,0.3
78,Citigroup Inc.,C,172.474,93.69,9552093.0,CS,1986-06-02 00:00:00+00:00,0.3
79,"Intuitive Surgical, Inc.",ISRG,172.162,480.26,1436548.0,CS,2000-06-13 00:00:00+00:00,0.3
80,QUALCOMM Incorporated,QCOM,170.320,157.85,7583742.0,CS,1991-12-13 00:00:00+00:00,0.3
81,S&P Global Inc.,SPGI,169.890,556.47,962715.0,CS,1929-02-14 00:00:00+00:00,0.3
82,GE Vernova Inc.,GEV,169.299,621.91,2482541.0,CS,2024-03-27 00:00:00+00:00,0.3
83,Tether USDt,USDT,166.826,1.0005588184239704,87050275859.29794,CC,2015-02-25 00:00:00+00:00,0.3
84,PDD Holdings Inc.,PDD,165.572,118.95,10085075.0,ADRC,2018-07-26 00:00:00+00:00,0.3
85,Amgen Inc.,AMGN,159.608,296.47,2168335.0,CS,1983-06-17 00:00:00+00:00,0.3
86,"NextEra Energy, Inc.",NEE,155.291,75.41,19883671.0,CS,1972-06-30 00:00:00+00:00,0.3
87,Accenture plc,ACN,153.851,247.01,3326674.0,CS,2001-07-19 00:00:00+00:00,0.3
88,Boston Scientific Corporation,BSX,152.872,103.17,5342161.0,CS,1992-05-18 00:00:00+00:00,0.3
89,Danaher Corporation,DHR,151.037,210.93,2308618.0,CS,1978-12-29 00:00:00+00:00,0.3
90,Unilever PLC,UL,150.899,61.0,2007097.0,ADRC,1961-12-12 00:00:00+00:00,0.3
91,Adobe Inc.,ADBE,150.527,354.85,3718652.0,CS,1986-08-20 00:00:00+00:00,0.3
92,Spotify Technology S.A.,SPOT,148.812,732.81,3003686.0,CS,2018-04-03 00:00:00+00:00,0.3
93,AppLovin Corporation,APP,148.383,438.68,3404039.0,CS,2021-04-15 00:00:00+00:00,0.3
94,"The TJX Companies, Inc.",TJX,147.954,132.62,4796026.0,CS,1965-11-17 00:00:00+00:00,0.3
95,Arm Holdings plc American Depositary Shares,ARM,147.106,138.91,3434478.0,ADRC,2023-09-14 00:00:00+00:00,0.3
96,"Gilead Sciences, Inc.",GILD,146.875,118.37,8859872.0,CS,1992-01-22 00:00:00+00:00,0.3
97,"Banco Santander, S.A.",SAN,146.168,9.64,2653119.0,ADRC,1987-07-30 00:00:00+00:00,0.3
98,Stryker Corporation,SYK,146.007,381.91,1060018.0,CS,1979-05-02 00:00:00+00:00,0.3
99,The Progressive Corporation,PGR,144.882,247.15,3425450.0,CS,1972-06-01 00:00:00+00:00,0.3
100,Pfizer Inc.,PFE,142.935,25.14,27849332.0,CS,1951-06-22 00:00:00+00:00,0.3
101,"Lowe's Companies, Inc.",LOW,141.264,252.06,3023476.0,CS,1972-06-01 00:00:00+00:00,0.2
102,TotalEnergies SE,TTE,140.435,62.24,1212738.0,ADRC,1991-10-25 00:00:00+00:00,0.2
103,Capital One Financial Corporation,COF,137.771,215.43,4463373.0,CS,1994-11-16 00:00:00+00:00,0.2
104,Honeywell International Inc.,HON,137.627,216.77,2741216.0,CS,1929-09-19 00:00:00+00:00,0.2
105,Eaton Corporation plc,ETN,136.656,351.03,1899507.0,CS,1948-12-01 00:00:00+00:00,0.2
106,"Micron Technology, Inc.",MU,135.269,120.87,18986654.0,CS,1984-06-01 00:00:00+00:00,0.2
107,Amphenol Corporation,APH,133.337,109.21,6535455.0,CS,1991-11-08 00:00:00+00:00,0.2
108,Deere & Company,DE,132.380,488.8,2559669.0,CS,1958-08-04 00:00:00+00:00,0.2
109,Union Pacific Corporation,UNP,130.931,220.78,2923711.0,CS,1969-06-20 00:00:00+00:00,0.2
110,"Applied Materials, Inc.",AMAT,129.808,161.755,31803282.0,CS,1972-10-12 00:00:00+00:00,0.2
111,The Toronto-Dominion Bank,TD,129.643,74.01,1167095.0,CS,1996-08-30 00:00:00+00:00,0.2
112,UBS Group AG,UBS,127.069,39.92,1875587.0,CS,1990-02-08 00:00:00+00:00,0.2
113,KKR & Co. Inc.,KKR,126.764,142.28,2943599.0,CS,2010-07-15 00:00:00+00:00,0.2
114,Lam Research Corporation,LRCX,125.942,99.51,23155664.0,CS,1984-05-04 00:00:00+00:00,0.2
115,British American Tobacco p.l.c.,BTI,124.834,57.15,4005350.0,ADRC,1980-04-14 00:00:00+00:00,0.2
116,Sanofi,SNY,123.374,49.77,2010640.0,ADRC,2002-07-01 00:00:00+00:00,0.2
117,Comcast Corporation,CMCSA,123.188,33.45,20703247.0,CS,1973-01-02 00:00:00+00:00,0.2
118,"Automatic Data Processing, Inc.",ADP,122.238,301.79,1362768.0,CS,1968-01-31 00:00:00+00:00,0.2
119,"MercadoLibre, Inc.",MELI,121.283,2392.3,411279.0,CS,2007-08-10 00:00:00+00:00,0.2
120,Anheuser-Busch InBev SA/NV,BUD,119.866,61.38,2033486.0,ADRC,1980-04-18 00:00:00+00:00,0.2
121,BNB,BNB,119.532,858.1676211687816,2270269955.4995,CC,2017-07-25 00:00:00+00:00,0.2
122,Medtronic plc,MDT,119.183,93.02,5458492.0,CS,1972-06-01 00:00:00+00:00,0.2
123,ConocoPhillips,COP,119.061,95.33,5565873.0,CS,1972-06-30 00:00:00+00:00,0.2
124,"Palo Alto Networks, Inc.",PANW,118.203,177.09,9548581.0,CS,2012-07-20 00:00:00+00:00,0.2
125,ICICI Bank Limited,IBN,117.369,32.88,2616765.0,ADRC,2000-03-28 00:00:00+00:00,0.2
126,KLA Corporation,KLAC,115.458,874.94,2064549.0,CS,1980-10-08 00:00:00+00:00,0.2
127,"Analog Devices, Inc.",ADI,114.946,231.63,3826462.0,CS,1972-06-01 00:00:00+00:00,0.2
128,"Synopsys, Inc.",SNPS,114.341,617.91,881763.0,CS,1992-03-03 00:00:00+00:00,0.2
129,"NIKE, Inc.",NKE,113.679,76.97,9763539.0,CS,1980-12-02 00:00:00+00:00,0.2
