,name,symbol,market_cap,price,volume,type,list_date,weighted
20,Exxon Mobil Corporation,XOM,474.414,111.28,13565751.0,CS,1920-03-25 00:00:00+00:00,0.8
21,Johnson & Johnson,JNJ,431.791,179.29,8403781.0,CS,1944-09-25 00:00:00+00:00,0.8
22,Costco Wholesale Corporation,COST,425.090,958.54,2788619.0,CS,1982-03-02 00:00:00+00:00,0.8
23,"The Home Depot, Inc.",HD,410.696,412.79,5171662.0,CS,1981-09-22 00:00:00+00:00,0.7
24,AbbVie Inc.,ABBV,372.038,210.6,4817905.0,CS,2012-12-10 00:00:00+00:00,0.7
25,The Procter & Gamble Company,PG,371.664,158.67,5615126.0,CS,1950-03-22 00:00:00+00:00,0.7
26,Bank of America Corporation,BAC,366.496,49.48,44146873.0,CS,1973-01-02 00:00:00+00:00,0.7
27,Palantir Technologies Inc.,PLTR,361.016,158.74,101366474.0,CS,2020-09-30 00:00:00+00:00,0.7
28,Chevron Corporation,CVX,323.856,158.18,8887611.0,CS,1970-01-02 00:00:00+00:00,0.6
29,Sap Se,SAP,316.113,271.11,1442491.0,ADRC,1995-09-18 00:00:00+00:00,0.6
30,The Coca-Cola Company,KO,301.816,70.13,11046743.0,CS,1924-09-26 00:00:00+00:00,0.5
31,ASML Holding N.V.,ASML,296.823,754.89,1435275.0,ADRC,1995-03-15 00:00:00+00:00,0.5
32,Alibaba Group Holding Limited,BABA,285.114,122.94,13169818.0,ADRC,2014-09-19 00:00:00+00:00,0.5
33,"T-Mobile US, Inc.",TMUS,283.550,251.95,3932288.0,CS,2007-04-19 00:00:00+00:00,0.5
34,GE Aerospace,GE,282.639,266.53,4041056.0,CS,1892-06-23 00:00:00+00:00,0.5
35,UnitedHealth Group Incorporated,UNH,278.422,307.42,14590079.0,CS,1984-10-17 00:00:00+00:00,0.5
36,"Advanced Micro Devices, Inc.",AMD,272.248,167.76,43779945.0,CS,1973-01-02 00:00:00+00:00,0.5
37,Philip Morris International Inc.,PM,267.344,171.75,4640202.0,CS,2008-03-31 00:00:00+00:00,0.5
38,"Cisco Systems, Inc.",CSCO,266.587,67.32,16154134.0,CS,1990-02-16 00:00:00+00:00,0.5
39,Toyota Motor Corporation,TM,262.454,201.37,410392.0,ADRC,1976-08-18 00:00:00+00:00,0.5
40,Wells Fargo & Company,WFC,253.392,79.1,11158378.0,CS,1962-12-10 00:00:00+00:00,0.5
41,Novo Nordisk A/S,NVO,253.194,56.98,17712335.0,ADRC,1981-04-30 00:00:00+00:00,0.5
42,AstraZeneca PLC,AZN,250.996,80.97,3556345.0,ADRC,1993-05-18 00:00:00+00:00,0.5
43,Novartis AG,NVS,247.899,126.98,1329950.0,ADRC,1996-11-07 00:00:00+00:00,0.4
44,"Salesforce, Inc.",CRM,237.365,248.29,6162250.0,CS,2004-06-23 00:00:00+00:00,0.4
45,Morgan Stanley,MS,236.290,148.02,5505881.0,CS,1986-03-21 00:00:00+00:00,0.4
46,Abbott Laboratories,ABT,230.768,132.59,4130123.0,CS,1949-04-19 00:00:00+00:00,0.4
47,HSBC Holdings plc,HSBC,228.087,65.68,1220324.0,ADRC,1995-05-11 00:00:00+00:00,0.4
48,Linde plc,LIN,225.860,481.67,1758624.0,CS,1992-06-01 00:00:00+00:00,0.4
49,International Business Machines Corporation,IBM,225.511,242.09,3019260.0,CS,1949-01-28 00:00:00+00:00,0.4
50,"The Goldman Sachs Group, Inc.",GS,224.586,741.89,1920798.0,CS,1999-05-04 00:00:00+00:00,0.4
51,McDonald's Corporation,MCD,224.122,314.07,2717920.0,CS,1966-07-05 00:00:00+00:00,0.4
52,American Express Company,AXP,222.098,319.16,2717091.0,CS,1972-06-01 00:00:00+00:00,0.4
53,"Merck & Co., Inc.",MRK,218.231,87.37,11317062.0,CS,1949-04-20 00:00:00+00:00,0.4
54,Shell plc,SHEL,216.737,73.32,2406296.0,ADRC,1984-03-12 00:00:00+00:00,0.4
55,The Walt Disney Company,DIS,213.702,118.86,6711870.0,CS,1962-01-02 00:00:00+00:00,0.4
56,RTX Corporation,RTX,209.133,156.24,2807405.0,CS,1951-05-25 00:00:00+00:00,0.4
57,AT&T Inc.,T,205.717,28.77,29270176.0,CS,1946-11-01 00:00:00+00:00,0.4
58,"PepsiCo, Inc.",PEP,204.869,149.64,5210190.0,CS,1919-12-18 00:00:00+00:00,0.4
59,Blackstone Inc.,BX,204.612,170.5,5019562.0,CS,2007-06-22 00:00:00+00:00,0.4
60,Caterpillar Inc.,CAT,204.102,435.67,3783720.0,CS,1929-12-02 00:00:00+00:00,0.4
61,"Uber Technologies, Inc.",UBER,201.848,96.79,15312160.0,CS,2019-05-10 00:00:00+00:00,0.4
62,Royal Bank of Canada,RY,194.449,137.88,669324.0,CS,1995-10-16 00:00:00+00:00,0.3
63,HDFC Bank Limited,HDB,189.290,73.99,2261777.0,ADRC,2001-07-20 00:00:00+00:00,0.3
64,Thermo Fisher Scientific Inc.,TMO,188.802,499.99,1677143.0,CS,1972-06-01 00:00:00+00:00,0.3
65,Verizon Communications Inc.,VZ,187.373,44.44,18597978.0,CS,1983-11-21 00:00:00+00:00,0.3
66,Texas Instruments Incorporated,TXN,187.337,206.06,5692468.0,CS,1953-10-01 00:00:00+00:00,0.3
67,Booking Holdings Inc.,BKNG,185.413,5720.87,192492.0,CS,1999-03-31 00:00:00+00:00,0.3
68,Intuit Inc.,INTU,184.847,662.66,6156297.0,CS,1993-03-12 00:00:00+00:00,0.3
69,Shopify Inc.,SHOP,184.699,142.11,7529802.0,CS,2015-05-21 00:00:00+00:00,0.3
70,"ServiceNow, Inc.",NOW,184.444,886.75,1068194.0,CS,2012-06-29 00:00:00+00:00,0.3
71,XRP,XRP,182.797,3.076434581573617,9574469322.038439,CC,2013-08-04 00:00:00+00:00,0.3
72,"Mitsubishi UFJ Financial Group, Inc.",MUFG,180.951,15.6,3584248.0,ADRC,1990-06-25 00:00:00+00:00,0.3
73,"BlackRock, Inc.",BLK,177.798,1148.17,358619.0,CS,1999-10-01 00:00:00+00:00,0.3
74,PDD Holdings Inc.,PDD,176.930,127.11,19873804.0,ADRC,2018-07-26 00:00:00+00:00,0.3
75,Citigroup Inc.,C,175.364,95.26,14253007.0,CS,1986-06-02 00:00:00+00:00,0.3
76,The Boeing Company,BA,174.007,230.12,8254618.0,CS,1952-05-23 00:00:00+00:00,0.3
77,The Charles Schwab Corporation,SCHW,173.953,95.83,12457565.0,CS,1987-09-30 00:00:00+00:00,0.3
78,Sony Group Corporation,SONY,172.468,28.61,4457155.0,ADRC,1970-09-10 00:00:00+00:00,0.3
79,"Intuitive Surgical, Inc.",ISRG,170.692,476.16,1737180.0,CS,2000-06-13 00:00:00+00:00,0.3
80,QUALCOMM Incorporated,QCOM,170.493,158.01,7704799.0,CS,1991-12-13 00:00:00+00:00,0.3
81,S&P Global Inc.,SPGI,169.948,556.66,1041679.0,CS,1929-02-14 00:00:00+00:00,0.3
82,"Arista Networks, Inc.",ANET,167.478,133.25,7073727.0,CS,2014-06-06 00:00:00+00:00,0.3
83,GE Vernova Inc.,GEV,165.259,607.07,2656487.0,CS,2024-03-27 00:00:00+00:00,0.3
84,Accenture plc,ACN,161.456,259.22,3049122.0,CS,2001-07-19 00:00:00+00:00,0.3
85,Amgen Inc.,AMGN,158.128,293.72,1632310.0,CS,1983-06-17 00:00:00+00:00,0.3
86,Boston Scientific Corporation,BSX,157.317,106.17,7197430.0,CS,1992-05-18 00:00:00+00:00,0.3
87,"NextEra Energy, Inc.",NEE,157.165,76.32,12888933.0,CS,1972-06-30 00:00:00+00:00,0.3
88,Unilever PLC,UL,155.995,63.06,2313316.0,ADRC,1961-12-12 00:00:00+00:00,0.3
89,Adobe Inc.,ADBE,153.599,362.09,2971056.0,CS,1986-08-20 00:00:00+00:00,0.3
90,"The TJX Companies, Inc.",TJX,152.327,136.54,5257461.0,CS,1965-11-17 00:00:00+00:00,0.3
91,Danaher Corporation,DHR,151.660,211.8,3282793.0,CS,1978-12-29 00:00:00+00:00,0.3
92,Stryker Corporation,SYK,150.713,394.22,868660.0,CS,1979-05-02 00:00:00+00:00,0.3
93,AppLovin Corporation,APP,149.398,441.68,6159460.0,CS,2021-04-15 00:00:00+00:00,0.3
94,"Banco Santander, S.A.",SAN,148.442,9.79,6081902.0,ADRC,1987-07-30 00:00:00+00:00,0.3
95,"Lowe's Companies, Inc.",LOW,147.804,263.73,3668393.0,CS,1972-06-01 00:00:00+00:00,0.3
96,Pfizer Inc.,PFE,147.142,25.88,31680722.0,CS,1951-06-22 00:00:00+00:00,0.3
97,The Progressive Corporation,PGR,146.089,249.21,2490466.0,CS,1972-06-01 00:00:00+00:00,0.3
98,Arm Holdings plc American Depositary Shares,ARM,146.057,137.92,4029738.0,ADRC,2023-09-14 00:00:00+00:00,0.3
99,TotalEnergies SE,TTE,144.474,64.03,936759.0,ADRC,1991-10-25 00:00:00+00:00,0.3
100,"Gilead Sciences, Inc.",GILD,142.408,114.77,5456525.0,CS,1992-01-22 00:00:00+00:00,0.2
101,Honeywell International Inc.,HON,141.474,222.83,3242609.0,CS,1929-09-19 00:00:00+00:00,0.2
102,Capital One Financial Corporation,COF,141.474,221.22,3556584.0,CS,1994-11-16 00:00:00+00:00,0.2
103,Spotify Technology S.A.,SPOT,140.726,692.99,925678.0,CS,2018-04-03 00:00:00+00:00,0.2
104,Eaton Corporation plc,ETN,135.325,347.61,1950764.0,CS,1948-12-01 00:00:00+00:00,0.2
105,Union Pacific Corporation,UNP,135.124,227.85,5086532.0,CS,1969-06-20 00:00:00+00:00,0.2
106,Deere & Company,DE,134.327,495.99,1121488.0,CS,1958-08-04 00:00:00+00:00,0.2
107,Amphenol Corporation,APH,133.520,109.36,6056372.0,CS,1991-11-08 00:00:00+00:00,0.2
108,"Micron Technology, Inc.",MU,131.699,117.68,16844788.0,CS,1984-06-01 00:00:00+00:00,0.2
109,"Applied Materials, Inc.",AMAT,130.398,162.49,7212678.0,CS,1972-10-12 00:00:00+00:00,0.2
110,The Toronto-Dominion Bank,TD,130.291,74.38,1546786.0,CS,1996-08-30 00:00:00+00:00,0.2
111,UBS Group AG,UBS,128.533,40.38,1328791.0,CS,1990-02-08 00:00:00+00:00,0.2
112,British American Tobacco p.l.c.,BTI,127.791,58.51,4821427.0,ADRC,1980-04-14 00:00:00+00:00,0.2
113,Sanofi,SNY,127.291,51.35,1444573.0,ADRC,2002-07-01 00:00:00+00:00,0.2
114,Lam Research Corporation,LRCX,126.663,100.08,9502148.0,CS,1984-05-04 00:00:00+00:00,0.2
115,KKR & Co. Inc.,KKR,126.310,141.77,3970762.0,CS,2010-07-15 00:00:00+00:00,0.2
116,Comcast Corporation,CMCSA,125.766,34.15,25002604.0,CS,1973-01-02 00:00:00+00:00,0.2
117,"Analog Devices, Inc.",ADI,125.038,252.2,4512425.0,CS,1972-06-01 00:00:00+00:00,0.2
118,"Automatic Data Processing, Inc.",ADP,124.733,307.95,1050096.0,CS,1968-01-31 00:00:00+00:00,0.2
119,Anheuser-Busch InBev SA/NV,BUD,124.709,63.86,1732441.0,ADRC,1980-04-18 00:00:00+00:00,0.2
120,BNB,BNB,124.459,893.5388990270886,3348660401.2528086,CC,2017-07-25 00:00:00+00:00,0.2
121,"Palo Alto Networks, Inc.",PANW,124.070,185.88,6795375.0,CS,2012-07-20 00:00:00+00:00,0.2
122,"MercadoLibre, Inc.",MELI,123.226,2430.62,433605.0,CS,2007-08-10 00:00:00+00:00,0.2
123,ConocoPhillips,COP,120.872,96.78,6301251.0,CS,1972-06-30 00:00:00+00:00,0.2
124,Medtronic plc,MDT,118.786,92.71,4686090.0,CS,1972-06-01 00:00:00+00:00,0.2
125,ICICI Bank Limited,IBN,116.808,32.72,5664717.0,ADRC,2000-03-28 00:00:00+00:00,0.2
126,"NIKE, Inc.",NKE,115.761,78.38,10832463.0,CS,1980-12-02 00:00:00+00:00,0.2
127,KLA Corporation,KLAC,114.843,870.28,913896.0,CS,1980-10-08 00:00:00+00:00,0.2
128,"Altria Group, Inc.",MO,113.678,67.67,9556312.0,CS,1972-06-01 00:00:00+00:00,0.2
129,"Synopsys, Inc.",SNPS,112.233,606.52,850628.0,CS,1992-03-03 00:00:00+00:00,0.2
